i: 1, data: 158, previous:159, count: 0, line:decreased
i: 1039, data: 5047, previous:5036, count: 836, line:increased
i: 1040, data: 5065, previous:5047, count: 837, line:increased
i: 1041, data: 5068, previous:5065, count: 838, line:increased
i: 1042, data: 5069, previous:5068, count: 839, line:increased
i: 1043, data: 5053, previous:5069, count: 839, line:decreased
i: 1044, data: 5046, previous:5053, count: 839, line:decreased
i: 1045, data: 5043, previous:5046, count: 839, line:decreased
i: 1046, data: 5048, previous:5043, count: 840, line:increased
i: 1047, data: 5050, previous:5048, count: 841, line:increased
i: 1048, data: 5059, previous:5050, count: 842, line:increased
i: 1049, data: 5092, previous:5059, count: 843, line:increased
i: 1050, data: 5088, previous:5092, count: 843, line:decreased
i: 1051, data: 5089, previous:5088, count: 844, line:increased
i: 1052, data: 5090, previous:5089, count: 845, line:increased
i: 1053, data: 5091, previous:5090, count: 846, line:increased
i: 1054, data: 5090, previous:5091, count: 846, line:decreased
i: 1055, data: 5091, previous:5090, count: 847, line:increased
i: 1056, data: 5104, previous:5091, count: 848, line:increased
i: 1057, data: 5109, previous:5104, count: 849, line:increased
i: 1058, data: 5112, previous:5109, count: 850, line:increased
i: 1059, data: 5113, previous:5112, count: 851, line:increased
i: 1060, data: 5107, previous:5113, count: 851, line:decreased
i: 1061, data: 5106, previous:5107, count: 851, line:decreased
i: 1062, data: 5121, previous:5106, count: 852, line:increased
i: 1063, data: 5114, previous:5121, count: 852, line:decreased
i: 1064, data: 5122, previous:5114, count: 853, line:increased
i: 1065, data: 5117, previous:5122, count: 853, line:decreased
i: 1066, data: 5135, previous:5117, count: 854, line:increased
i: 1067, data: 5146, previous:5135, count: 855, line:increased
i: 1068, data: 5149, previous:5146, count: 856, line:increased
i: 1069, data: 5150, previous:5149, count: 857, line:increased
i: 1070, data: 5151, previous:5150, count: 858, line:increased
i: 1071, data: 5157, previous:5151, count: 859, line:increased
i: 1072, data: 5158, previous:5157, count: 860, line:increased
i: 1073, data: 5160, previous:5158, count: 861, line:increased
i: 1074, data: 5158, previous:5160, count: 861, line:decreased
i: 1075, data: 5163, previous:5158, count: 862, line:increased
i: 1076, data: 5181, previous:5163, count: 863, line:increased
i: 1077, data: 5182, previous:5181, count: 864, line:increased
i: 1078, data: 5160, previous:5182, count: 864, line:decreased
i: 1079, data: 5161, previous:5160, count: 865, line:increased
i: 1080, data: 5131, previous:5161, count: 865, line:decreased
i: 1081, data: 5149, previous:5131, count: 866, line:increased
i: 1082, data: 5152, previous:5149, count: 867, line:increased
i: 1083, data: 5150, previous:5152, count: 867, line:decreased
i: 1084, data: 5151, previous:5150, count: 868, line:increased
i: 1085, data: 5154, previous:5151, count: 869, line:increased
i: 1086, data: 5153, previous:5154, count: 869, line:decreased
i: 1087, data: 5163, previous:5153, count: 870, line:increased
i: 1088, data: 5170, previous:5163, count: 871, line:increased
i: 1089, data: 5190, previous:5170, count: 872, line:increased
i: 1090, data: 5193, previous:5190, count: 873, line:increased
i: 1091, data: 5199, previous:5193, count: 874, line:increased
i: 1092, data: 5201, previous:5199, count: 875, line:increased
i: 1093, data: 5205, previous:5201, count: 876, line:increased
i: 1094, data: 5206, previous:5205, count: 877, line:increased
i: 1095, data: 5202, previous:5206, count: 877, line:decreased
i: 1096, data: 5206, previous:5202, count: 878, line:increased
i: 1097, data: 5208, previous:5206, count: 879, line:increased
i: 1098, data: 5209, previous:5208, count: 880, line:increased
i: 1099, data: 5208, previous:5209, count: 880, line:decreased
i: 1100, data: 5212, previous:5208, count: 881, line:increased
i: 1101, data: 5224, previous:5212, count: 882, line:increased
i: 1102, data: 5225, previous:5224, count: 883, line:increased
i: 1103, data: 5226, previous:5225, count: 884, line:increased
i: 1104, data: 5234, previous:5226, count: 885, line:increased
i: 1105, data: 5216, previous:5234, count: 885, line:decreased
i: 1106, data: 5239, previous:5216, count: 886, line:increased
i: 1107, data: 5233, previous:5239, count: 886, line:decreased
i: 1108, data: 5232, previous:5233, count: 886, line:decreased
i: 1109, data: 5209, previous:5232, count: 886, line:decreased
i: 1110, data: 5218, previous:5209, count: 887, line:increased
i: 1111, data: 5227, previous:5218, count: 888, line:increased
i: 1112, data: 5226, previous:5227, count: 888, line:decreased
i: 1113, data: 5230, previous:5226, count: 889, line:increased
i: 1114, data: 5233, previous:5230, count: 890, line:increased
i: 1115, data: 5244, previous:5233, count: 891, line:increased
i: 1116, data: 5249, previous:5244, count: 892, line:increased
i: 1117, data: 5250, previous:5249, count: 893, line:increased
i: 1118, data: 5251, previous:5250, count: 894, line:increased
i: 1119, data: 5249, previous:5251, count: 894, line:decreased
i: 1120, data: 5266, previous:5249, count: 895, line:increased
i: 1121, data: 5264, previous:5266, count: 895, line:decreased
i: 1122, data: 5296, previous:5264, count: 896, line:increased
i: 1123, data: 5303, previous:5296, count: 897, line:increased
i: 1124, data: 5322, previous:5303, count: 898, line:increased
i: 1125, data: 5308, previous:5322, count: 898, line:decreased
i: 1126, data: 5331, previous:5308, count: 899, line:increased
i: 1127, data: 5334, previous:5331, count: 900, line:increased
i: 1128, data: 5339, previous:5334, count: 901, line:increased
i: 1129, data: 5345, previous:5339, count: 902, line:increased
i: 1130, data: 5346, previous:5345, count: 903, line:increased
i: 1131, data: 5347, previous:5346, count: 904, line:increased
i: 1132, data: 5350, previous:5347, count: 905, line:increased
i: 1133, data: 5351, previous:5350, count: 906, line:increased
i: 1134, data: 5357, previous:5351, count: 907, line:increased
i: 1135, data: 5353, previous:5357, count: 907, line:decreased
i: 1136, data: 5354, previous:5353, count: 908, line:increased
i: 1137, data: 5356, previous:5354, count: 909, line:increased
i: 1138, data: 5357, previous:5356, count: 910, line:increased
i: 1139, data: 5370, previous:5357, count: 911, line:increased
i: 1140, data: 5371, previous:5370, count: 912, line:increased
i: 1141, data: 5370, previous:5371, count: 912, line:decreased
i: 1142, data: 5373, previous:5370, count: 913, line:increased
i: 1143, data: 5376, previous:5373, count: 914, line:increased
i: 1144, data: 5384, previous:5376, count: 915, line:increased
i: 1145, data: 5385, previous:5384, count: 916, line:increased
i: 1146, data: 5392, previous:5385, count: 917, line:increased
i: 1147, data: 5394, previous:5392, count: 918, line:increased
i: 1148, data: 5395, previous:5394, count: 919, line:increased
i: 1149, data: 5407, previous:5395, count: 920, line:increased
i: 1150, data: 5413, previous:5407, count: 921, line:increased
i: 1151, data: 5419, previous:5413, count: 922, line:increased
i: 1152, data: 5422, previous:5419, count: 923, line:increased
i: 1153, data: 5435, previous:5422, count: 924, line:increased
i: 1154, data: 5432, previous:5435, count: 924, line:decreased
i: 1155, data: 5437, previous:5432, count: 925, line:increased
i: 1156, data: 5440, previous:5437, count: 926, line:increased
i: 1157, data: 5442, previous:5440, count: 927, line:increased
i: 1158, data: 5444, previous:5442, count: 928, line:increased
i: 1159, data: 5441, previous:5444, count: 928, line:decreased
i: 1160, data: 5442, previous:5441, count: 929, line:increased
i: 1161, data: 5445, previous:5442, count: 930, line:increased
i: 1162, data: 5447, previous:5445, count: 931, line:increased
i: 1163, data: 5450, previous:5447, count: 932, line:increased
i: 1164, data: 5459, previous:5450, count: 933, line:increased
i: 1165, data: 5477, previous:5459, count: 934, line:increased
i: 1166, data: 5478, previous:5477, count: 935, line:increased
i: 1167, data: 5482, previous:5478, count: 936, line:increased
i: 1168, data: 5476, previous:5482, count: 936, line:decreased
i: 1169, data: 5475, previous:5476, count: 936, line:decreased
i: 1170, data: 5476, previous:5475, count: 937, line:increased
i: 1171, data: 5480, previous:5476, count: 938, line:increased
i: 1172, data: 5481, previous:5480, count: 939, line:increased
i: 1173, data: 5475, previous:5481, count: 939, line:decreased
i: 1174, data: 5487, previous:5475, count: 940, line:increased
i: 1175, data: 5507, previous:5487, count: 941, line:increased
i: 1176, data: 5506, previous:5507, count: 941, line:decreased
i: 1177, data: 5507, previous:5506, count: 942, line:increased
i: 1178, data: 5510, previous:5507, count: 943, line:increased
i: 1179, data: 5505, previous:5510, count: 943, line:decreased
i: 1180, data: 5508, previous:5505, count: 944, line:increased
i: 1181, data: 5509, previous:5508, count: 945, line:increased
i: 1182, data: 5520, previous:5509, count: 946, line:increased
i: 1183, data: 5515, previous:5520, count: 946, line:decreased
i: 1184, data: 5518, previous:5515, count: 947, line:increased
i: 1185, data: 5525, previous:5518, count: 948, line:increased
i: 1186, data: 5511, previous:5525, count: 948, line:decreased
i: 1187, data: 5486, previous:5511, count: 948, line:decreased
i: 1188, data: 5516, previous:5486, count: 949, line:increased
i: 1189, data: 5533, previous:5516, count: 950, line:increased
i: 1190, data: 5532, previous:5533, count: 950, line:decreased
i: 1191, data: 5545, previous:5532, count: 951, line:increased
i: 1192, data: 5548, previous:5545, count: 952, line:increased
i: 1193, data: 5547, previous:5548, count: 952, line:decreased
i: 1194, data: 5560, previous:5547, count: 953, line:increased
i: 1195, data: 5562, previous:5560, count: 954, line:increased
i: 1196, data: 5566, previous:5562, count: 955, line:increased
i: 1197, data: 5570, previous:5566, count: 956, line:increased
i: 1198, data: 5574, previous:5570, count: 957, line:increased
i: 1199, data: 5576, previous:5574, count: 958, line:increased
i: 1200, data: 5586, previous:5576, count: 959, line:increased
i: 1201, data: 5558, previous:5586, count: 959, line:decreased
i: 1202, data: 5566, previous:5558, count: 960, line:increased
i: 1203, data: 5552, previous:5566, count: 960, line:decreased
i: 1204, data: 5541, previous:5552, count: 960, line:decreased
i: 1205, data: 5545, previous:5541, count: 961, line:increased
i: 1206, data: 5553, previous:5545, count: 962, line:increased
i: 1207, data: 5550, previous:5553, count: 962, line:decreased
i: 1208, data: 5546, previous:5550, count: 962, line:decreased
i: 1209, data: 5555, previous:5546, count: 963, line:increased
i: 1210, data: 5551, previous:5555, count: 963, line:decreased
i: 1211, data: 5547, previous:5551, count: 963, line:decreased
i: 1212, data: 5562, previous:5547, count: 964, line:increased
i: 1213, data: 5578, previous:5562, count: 965, line:increased
i: 1214, data: 5604, previous:5578, count: 966, line:increased
i: 1215, data: 5608, previous:5604, count: 967, line:increased
i: 1216, data: 5614, previous:5608, count: 968, line:increased
i: 1217, data: 5613, previous:5614, count: 968, line:decreased
i: 1218, data: 5601, previous:5613, count: 968, line:decreased
i: 1219, data: 5611, previous:5601, count: 969, line:increased
i: 1220, data: 5622, previous:5611, count: 970, line:increased
i: 1221, data: 5621, previous:5622, count: 970, line:decreased
i: 1222, data: 5619, previous:5621, count: 970, line:decreased
i: 1223, data: 5618, previous:5619, count: 970, line:decreased
i: 1224, data: 5625, previous:5618, count: 971, line:increased
i: 1225, data: 5627, previous:5625, count: 972, line:increased
i: 1226, data: 5630, previous:5627, count: 973, line:increased
i: 1227, data: 5623, previous:5630, count: 973, line:decreased
i: 1228, data: 5624, previous:5623, count: 974, line:increased
i: 1229, data: 5619, previous:5624, count: 974, line:decreased
i: 1230, data: 5616, previous:5619, count: 974, line:decreased
i: 1231, data: 5618, previous:5616, count: 975, line:increased
i: 1232, data: 5629, previous:5618, count: 976, line:increased
i: 1233, data: 5635, previous:5629, count: 977, line:increased
i: 1234, data: 5636, previous:5635, count: 978, line:increased
i: 1235, data: 5637, previous:5636, count: 979, line:increased
i: 1236, data: 5638, previous:5637, count: 980, line:increased
i: 1237, data: 5647, previous:5638, count: 981, line:increased
i: 1238, data: 5648, previous:5647, count: 982, line:increased
i: 1239, data: 5649, previous:5648, count: 983, line:increased
i: 1240, data: 5650, previous:5649, count: 984, line:increased
i: 1241, data: 5649, previous:5650, count: 984, line:decreased
i: 1242, data: 5650, previous:5649, count: 985, line:increased
i: 1243, data: 5652, previous:5650, count: 986, line:increased
i: 1244, data: 5655, previous:5652, count: 987, line:increased
i: 1245, data: 5664, previous:5655, count: 988, line:increased
i: 1246, data: 5665, previous:5664, count: 989, line:increased
i: 1247, data: 5666, previous:5665, count: 990, line:increased
i: 1248, data: 5673, previous:5666, count: 991, line:increased
i: 1249, data: 5674, previous:5673, count: 992, line:increased
i: 1250, data: 5689, previous:5674, count: 993, line:increased
i: 1251, data: 5694, previous:5689, count: 994, line:increased
i: 1252, data: 5696, previous:5694, count: 995, line:increased
i: 1253, data: 5715, previous:5696, count: 996, line:increased
i: 1254, data: 5716, previous:5715, count: 997, line:increased
i: 1255, data: 5713, previous:5716, count: 997, line:decreased
i: 1256, data: 5712, previous:5713, count: 997, line:decreased
i: 1257, data: 5743, previous:5712, count: 998, line:increased
i: 1258, data: 5767, previous:5743, count: 999, line:increased
i: 1259, data: 5768, previous:5767, count: 1000, line:increased
i: 1260, data: 5769, previous:5768, count: 1001, line:increased
i: 1261, data: 5770, previous:5769, count: 1002, line:increased
i: 1262, data: 5778, previous:5770, count: 1003, line:increased
i: 1263, data: 5793, previous:5778, count: 1004, line:increased
i: 1264, data: 5794, previous:5793, count: 1005, line:increased
i: 1265, data: 5793, previous:5794, count: 1005, line:decreased
i: 1266, data: 5799, previous:5793, count: 1006, line:increased
i: 1267, data: 5800, previous:5799, count: 1007, line:increased
i: 1268, data: 5803, previous:5800, count: 1008, line:increased
i: 1269, data: 5804, previous:5803, count: 1009, line:increased
i: 1270, data: 5805, previous:5804, count: 1010, line:increased
i: 1271, data: 5806, previous:5805, count: 1011, line:increased
i: 1272, data: 5829, previous:5806, count: 1012, line:increased
i: 1273, data: 5830, previous:5829, count: 1013, line:increased
i: 1274, data: 5833, previous:5830, count: 1014, line:increased
i: 1275, data: 5834, previous:5833, count: 1015, line:increased
i: 1276, data: 5836, previous:5834, count: 1016, line:increased
i: 1277, data: 5838, previous:5836, count: 1017, line:increased
i: 1278, data: 5844, previous:5838, count: 1018, line:increased
i: 1279, data: 5843, previous:5844, count: 1018, line:decreased
i: 1280, data: 5851, previous:5843, count: 1019, line:increased
i: 1281, data: 5852, previous:5851, count: 1020, line:increased
i: 1282, data: 5851, previous:5852, count: 1020, line:decreased
i: 1283, data: 5887, previous:5851, count: 1021, line:increased
i: 1284, data: 5891, previous:5887, count: 1022, line:increased
i: 1285, data: 5872, previous:5891, count: 1022, line:decreased
i: 1286, data: 5877, previous:5872, count: 1023, line:increased
i: 1287, data: 5880, previous:5877, count: 1024, line:increased
i: 1288, data: 5875, previous:5880, count: 1024, line:decreased
i: 1289, data: 5879, previous:5875, count: 1025, line:increased
i: 1290, data: 5880, previous:5879, count: 1026, line:increased
i: 1291, data: 5887, previous:5880, count: 1027, line:increased
i: 1292, data: 5878, previous:5887, count: 1027, line:decreased
i: 1293, data: 5882, previous:5878, count: 1028, line:increased
i: 1294, data: 5884, previous:5882, count: 1029, line:increased
i: 1295, data: 5883, previous:5884, count: 1029, line:decreased
i: 1296, data: 5864, previous:5883, count: 1029, line:decreased
i: 1297, data: 5876, previous:5864, count: 1030, line:increased
i: 1298, data: 5882, previous:5876, count: 1031, line:increased
i: 1299, data: 5896, previous:5882, count: 1032, line:increased
i: 1300, data: 5899, previous:5896, count: 1033, line:increased
i: 1301, data: 5886, previous:5899, count: 1033, line:decreased
i: 1302, data: 5887, previous:5886, count: 1034, line:increased
i: 1303, data: 5891, previous:5887, count: 1035, line:increased
i: 1304, data: 5894, previous:5891, count: 1036, line:increased
i: 1305, data: 5937, previous:5894, count: 1037, line:increased
i: 1306, data: 5934, previous:5937, count: 1037, line:decreased
i: 1307, data: 5931, previous:5934, count: 1037, line:decreased
i: 1308, data: 5940, previous:5931, count: 1038, line:increased
i: 1309, data: 5943, previous:5940, count: 1039, line:increased
i: 1310, data: 5941, previous:5943, count: 1039, line:decreased
i: 1311, data: 5942, previous:5941, count: 1040, line:increased
i: 1312, data: 5951, previous:5942, count: 1041, line:increased
i: 1313, data: 5948, previous:5951, count: 1041, line:decreased
i: 1314, data: 5958, previous:5948, count: 1042, line:increased
i: 1315, data: 5947, previous:5958, count: 1042, line:decreased
i: 1316, data: 5945, previous:5947, count: 1042, line:decreased
i: 1317, data: 5947, previous:5945, count: 1043, line:increased
i: 1318, data: 5958, previous:5947, count: 1044, line:increased
i: 1319, data: 5964, previous:5958, count: 1045, line:increased
i: 1320, data: 5967, previous:5964, count: 1046, line:increased
i: 1321, data: 5966, previous:5967, count: 1046, line:decreased
i: 1322, data: 5957, previous:5966, count: 1046, line:decreased
i: 1323, data: 5958, previous:5957, count: 1047, line:increased
i: 1324, data: 5959, previous:5958, count: 1048, line:increased
i: 1325, data: 5962, previous:5959, count: 1049, line:increased
i: 1326, data: 5946, previous:5962, count: 1049, line:decreased
i: 1327, data: 5970, previous:5946, count: 1050, line:increased
i: 1328, data: 5978, previous:5970, count: 1051, line:increased
i: 1329, data: 5972, previous:5978, count: 1051, line:decreased
i: 1330, data: 5986, previous:5972, count: 1052, line:increased
i: 1331, data: 5974, previous:5986, count: 1052, line:decreased
i: 1332, data: 5968, previous:5974, count: 1052, line:decreased
i: 1333, data: 5985, previous:5968, count: 1053, line:increased
i: 1334, data: 5997, previous:5985, count: 1054, line:increased
i: 1335, data: 6001, previous:5997, count: 1055, line:increased
i: 1336, data: 6042, previous:6001, count: 1056, line:increased
i: 1337, data: 6038, previous:6042, count: 1056, line:decreased
i: 1338, data: 6041, previous:6038, count: 1057, line:increased
i: 1339, data: 6068, previous:6041, count: 1058, line:increased
i: 1340, data: 6082, previous:6068, count: 1059, line:increased
i: 1341, data: 6087, previous:6082, count: 1060, line:increased
i: 1342, data: 6090, previous:6087, count: 1061, line:increased
i: 1343, data: 6101, previous:6090, count: 1062, line:increased
i: 1344, data: 6102, previous:6101, count: 1063, line:increased
i: 1345, data: 6106, previous:6102, count: 1064, line:increased
i: 1346, data: 6110, previous:6106, count: 1065, line:increased
i: 1347, data: 6097, previous:6110, count: 1065, line:decreased
i: 1348, data: 6098, previous:6097, count: 1066, line:increased
i: 1349, data: 6105, previous:6098, count: 1067, line:increased
i: 1350, data: 6106, previous:6105, count: 1068, line:increased
i: 1351, data: 6122, previous:6106, count: 1069, line:increased
i: 1352, data: 6121, previous:6122, count: 1069, line:decreased
i: 1353, data: 6140, previous:6121, count: 1070, line:increased
i: 1354, data: 6173, previous:6140, count: 1071, line:increased
i: 1355, data: 6187, previous:6173, count: 1072, line:increased
i: 1356, data: 6193, previous:6187, count: 1073, line:increased
i: 1357, data: 6195, previous:6193, count: 1074, line:increased
i: 1358, data: 6197, previous:6195, count: 1075, line:increased
i: 1359, data: 6198, previous:6197, count: 1076, line:increased
i: 1360, data: 6208, previous:6198, count: 1077, line:increased
i: 1361, data: 6215, previous:6208, count: 1078, line:increased
i: 1362, data: 6217, previous:6215, count: 1079, line:increased
i: 1363, data: 6220, previous:6217, count: 1080, line:increased
i: 1364, data: 6232, previous:6220, count: 1081, line:increased
i: 1365, data: 6247, previous:6232, count: 1082, line:increased
i: 1366, data: 6248, previous:6247, count: 1083, line:increased
i: 1367, data: 6252, previous:6248, count: 1084, line:increased
i: 1368, data: 6249, previous:6252, count: 1084, line:decreased
i: 1369, data: 6252, previous:6249, count: 1085, line:increased
i: 1370, data: 6269, previous:6252, count: 1086, line:increased
i: 1371, data: 6270, previous:6269, count: 1087, line:increased
i: 1372, data: 6274, previous:6270, count: 1088, line:increased
i: 1373, data: 6299, previous:6274, count: 1089, line:increased
i: 1374, data: 6301, previous:6299, count: 1090, line:increased
i: 1375, data: 6313, previous:6301, count: 1091, line:increased
i: 1376, data: 6334, previous:6313, count: 1092, line:increased
i: 1377, data: 6335, previous:6334, count: 1093, line:increased
i: 1378, data: 6342, previous:6335, count: 1094, line:increased
i: 1379, data: 6343, previous:6342, count: 1095, line:increased
i: 1380, data: 6344, previous:6343, count: 1096, line:increased
i: 1381, data: 6378, previous:6344, count: 1097, line:increased
i: 1382, data: 6377, previous:6378, count: 1097, line:decreased
i: 1383, data: 6376, previous:6377, count: 1097, line:decreased
i: 1384, data: 6378, previous:6376, count: 1098, line:increased
i: 1385, data: 6369, previous:6378, count: 1098, line:decreased
i: 1386, data: 6362, previous:6369, count: 1098, line:decreased
i: 1387, data: 6369, previous:6362, count: 1099, line:increased
i: 1388, data: 6371, previous:6369, count: 1100, line:increased
i: 1389, data: 6370, previous:6371, count: 1100, line:decreased
i: 1390, data: 6379, previous:6370, count: 1101, line:increased
i: 1391, data: 6384, previous:6379, count: 1102, line:increased
i: 1392, data: 6387, previous:6384, count: 1103, line:increased
i: 1393, data: 6407, previous:6387, count: 1104, line:increased
i: 1394, data: 6373, previous:6407, count: 1104, line:decreased
i: 1395, data: 6392, previous:6373, count: 1105, line:increased
i: 1396, data: 6402, previous:6392, count: 1106, line:increased
i: 1397, data: 6405, previous:6402, count: 1107, line:increased
i: 1398, data: 6407, previous:6405, count: 1108, line:increased
i: 1399, data: 6412, previous:6407, count: 1109, line:increased
i: 1400, data: 6420, previous:6412, count: 1110, line:increased
i: 1401, data: 6419, previous:6420, count: 1110, line:decreased
i: 1402, data: 6422, previous:6419, count: 1111, line:increased
i: 1403, data: 6435, previous:6422, count: 1112, line:increased
i: 1404, data: 6436, previous:6435, count: 1113, line:increased
i: 1405, data: 6435, previous:6436, count: 1113, line:decreased
i: 1406, data: 6437, previous:6435, count: 1114, line:increased
i: 1407, data: 6421, previous:6437, count: 1114, line:decreased
i: 1408, data: 6422, previous:6421, count: 1115, line:increased
i: 1409, data: 6421, previous:6422, count: 1115, line:decreased
i: 1410, data: 6425, previous:6421, count: 1116, line:increased
i: 1411, data: 6415, previous:6425, count: 1116, line:decreased
i: 1412, data: 6431, previous:6415, count: 1117, line:increased
i: 1413, data: 6425, previous:6431, count: 1117, line:decreased
i: 1414, data: 6426, previous:6425, count: 1118, line:increased
i: 1415, data: 6427, previous:6426, count: 1119, line:increased
i: 1416, data: 6426, previous:6427, count: 1119, line:decreased
i: 1417, data: 6429, previous:6426, count: 1120, line:increased
i: 1418, data: 6443, previous:6429, count: 1121, line:increased
i: 1419, data: 6435, previous:6443, count: 1121, line:decreased
i: 1420, data: 6454, previous:6435, count: 1122, line:increased
i: 1421, data: 6455, previous:6454, count: 1123, line:increased
i: 1422, data: 6456, previous:6455, count: 1124, line:increased
i: 1423, data: 6474, previous:6456, count: 1125, line:increased
i: 1424, data: 6475, previous:6474, count: 1126, line:increased
i: 1425, data: 6476, previous:6475, count: 1127, line:increased
i: 1426, data: 6483, previous:6476, count: 1128, line:increased
i: 1427, data: 6485, previous:6483, count: 1129, line:increased
i: 1428, data: 6489, previous:6485, count: 1130, line:increased
i: 1429, data: 6490, previous:6489, count: 1131, line:increased
i: 1430, data: 6493, previous:6490, count: 1132, line:increased
i: 1431, data: 6499, previous:6493, count: 1133, line:increased
i: 1432, data: 6505, previous:6499, count: 1134, line:increased
i: 1433, data: 6513, previous:6505, count: 1135, line:increased
i: 1434, data: 6517, previous:6513, count: 1136, line:increased
i: 1435, data: 6507, previous:6517, count: 1136, line:decreased
i: 1436, data: 6508, previous:6507, count: 1137, line:increased
i: 1437, data: 6514, previous:6508, count: 1138, line:increased
i: 1438, data: 6516, previous:6514, count: 1139, line:increased
i: 1439, data: 6515, previous:6516, count: 1139, line:decreased
i: 1440, data: 6530, previous:6515, count: 1140, line:increased
i: 1441, data: 6523, previous:6530, count: 1140, line:decreased
i: 1442, data: 6520, previous:6523, count: 1140, line:decreased
i: 1443, data: 6525, previous:6520, count: 1141, line:increased
i: 1444, data: 6513, previous:6525, count: 1141, line:decreased
i: 1445, data: 6514, previous:6513, count: 1142, line:increased
i: 1446, data: 6529, previous:6514, count: 1143, line:increased
i: 1447, data: 6531, previous:6529, count: 1144, line:increased
i: 1448, data: 6524, previous:6531, count: 1144, line:decreased
i: 1449, data: 6537, previous:6524, count: 1145, line:increased
i: 1450, data: 6525, previous:6537, count: 1145, line:decreased
i: 1451, data: 6529, previous:6525, count: 1146, line:increased
i: 1452, data: 6535, previous:6529, count: 1147, line:increased
i: 1453, data: 6555, previous:6535, count: 1148, line:increased
i: 1454, data: 6561, previous:6555, count: 1149, line:increased
i: 1455, data: 6562, previous:6561, count: 1150, line:increased
i: 1456, data: 6570, previous:6562, count: 1151, line:increased
i: 1457, data: 6571, previous:6570, count: 1152, line:increased
i: 1458, data: 6572, previous:6571, count: 1153, line:increased
i: 1459, data: 6573, previous:6572, count: 1154, line:increased
i: 1460, data: 6579, previous:6573, count: 1155, line:increased
i: 1461, data: 6577, previous:6579, count: 1155, line:decreased
i: 1462, data: 6579, previous:6577, count: 1156, line:increased
i: 1463, data: 6582, previous:6579, count: 1157, line:increased
i: 1464, data: 6593, previous:6582, count: 1158, line:increased
i: 1465, data: 6597, previous:6593, count: 1159, line:increased
i: 1466, data: 6600, previous:6597, count: 1160, line:increased
i: 1467, data: 6598, previous:6600, count: 1160, line:decreased
i: 1468, data: 6593, previous:6598, count: 1160, line:decreased
i: 1469, data: 6610, previous:6593, count: 1161, line:increased
i: 1470, data: 6612, previous:6610, count: 1162, line:increased
i: 1471, data: 6613, previous:6612, count: 1163, line:increased
i: 1472, data: 6614, previous:6613, count: 1164, line:increased
i: 1473, data: 6592, previous:6614, count: 1164, line:decreased
i: 1474, data: 6593, previous:6592, count: 1165, line:increased
i: 1475, data: 6599, previous:6593, count: 1166, line:increased
i: 1476, data: 6593, previous:6599, count: 1166, line:decreased
i: 1477, data: 6594, previous:6593, count: 1167, line:increased
i: 1478, data: 6559, previous:6594, count: 1167, line:decreased
i: 1479, data: 6560, previous:6559, count: 1168, line:increased
i: 1480, data: 6564, previous:6560, count: 1169, line:increased
i: 1481, data: 6561, previous:6564, count: 1169, line:decreased
i: 1482, data: 6560, previous:6561, count: 1169, line:decreased
i: 1483, data: 6557, previous:6560, count: 1169, line:decreased
i: 1484, data: 6562, previous:6557, count: 1170, line:increased
i: 1485, data: 6564, previous:6562, count: 1171, line:increased
i: 1486, data: 6538, previous:6564, count: 1171, line:decreased
i: 1487, data: 6551, previous:6538, count: 1172, line:increased
i: 1488, data: 6552, previous:6551, count: 1173, line:increased
i: 1489, data: 6557, previous:6552, count: 1174, line:increased
i: 1490, data: 6567, previous:6557, count: 1175, line:increased
i: 1491, data: 6568, previous:6567, count: 1176, line:increased
i: 1492, data: 6566, previous:6568, count: 1176, line:decreased
i: 1493, data: 6547, previous:6566, count: 1176, line:decreased
i: 1494, data: 6549, previous:6547, count: 1177, line:increased
i: 1495, data: 6550, previous:6549, count: 1178, line:increased
i: 1496, data: 6551, previous:6550, count: 1179, line:increased
i: 1497, data: 6552, previous:6551, count: 1180, line:increased
i: 1498, data: 6547, previous:6552, count: 1180, line:decreased
i: 1499, data: 6545, previous:6547, count: 1180, line:decreased
i: 1500, data: 6550, previous:6545, count: 1181, line:increased
i: 1501, data: 6555, previous:6550, count: 1182, line:increased
i: 1502, data: 6561, previous:6555, count: 1183, line:increased
i: 1503, data: 6584, previous:6561, count: 1184, line:increased
i: 1504, data: 6597, previous:6584, count: 1185, line:increased
i: 1505, data: 6599, previous:6597, count: 1186, line:increased
i: 1506, data: 6607, previous:6599, count: 1187, line:increased
i: 1507, data: 6616, previous:6607, count: 1188, line:increased
i: 1508, data: 6619, previous:6616, count: 1189, line:increased
i: 1509, data: 6626, previous:6619, count: 1190, line:increased
i: 1510, data: 6637, previous:6626, count: 1191, line:increased
i: 1511, data: 6645, previous:6637, count: 1192, line:increased
i: 1512, data: 6646, previous:6645, count: 1193, line:increased
i: 1513, data: 6648, previous:6646, count: 1194, line:increased
i: 1514, data: 6664, previous:6648, count: 1195, line:increased
i: 1515, data: 6665, previous:6664, count: 1196, line:increased
i: 1516, data: 6669, previous:6665, count: 1197, line:increased
i: 1517, data: 6673, previous:6669, count: 1198, line:increased
i: 1518, data: 6677, previous:6673, count: 1199, line:increased
i: 1519, data: 6684, previous:6677, count: 1200, line:increased
i: 1520, data: 6698, previous:6684, count: 1201, line:increased
i: 1521, data: 6699, previous:6698, count: 1202, line:increased
i: 1522, data: 6700, previous:6699, count: 1203, line:increased
i: 1523, data: 6704, previous:6700, count: 1204, line:increased
